titre,nomChaine,categorie,categorie_id,int_com,int_notes,erreur_vid,heure_publication,date_publication,date_tendance,vues,likes,dislikes,nb_com
S vs L (Clash des filières),Mcfly & Carlito,Foreign,7,False,False,False,09:01:48,14/01/2018,15/01/2018,2437565,267405,4776,20597
Voldemort: Origins of the Heir - An unofficial fanfilm (HD + Subtitles),TRYANGLE FILMS,Autos & Vehicles,2,False,False,False,19:59:20,13/01/2018,15/01/2018,4196683,259389,10045,22917
The Climb | League of Legends,League of Legends,Comedy,4,False,False,False,16:00:05,14/01/2018,15/01/2018,1501227,119256,1022,13735
"Taylor Swift - End Game ft. Ed Sheeran, Future",TaylorSwiftVEVO,Comedy,4,False,False,False,05:00:01,12/01/2018,15/01/2018,29743367,1574079,84550,135825
Dua Lipa - IDGAF (Official Music Video),Dua Lipa,Comedy,4,False,False,False,12:00:07,12/01/2018,15/01/2018,14352100,915002,22034,44394
Game Theory: WARNING! Loot Boxes are Watching You RIGHT NOW!,The Game Theorists,Comedy,4,False,False,False,18:06:27,14/01/2018,15/01/2018,1330559,72994,1886,16726
مرحلة المواجهة – جاد عز الدين، محمد الخشّاب، خالد الفايد,MBC THE VOICE KIDS,Foreign,7,False,False,False,20:54:35,13/01/2018,15/01/2018,1935381,14112,1030,1685
Titans vs. Patriots | NFL Divisional Round Game Highlights,NFL,Anime/Animation,1,False,False,False,05:06:49,14/01/2018,15/01/2018,1447406,10080,925,4448
ARE YOU A MAD LAD?,PewDiePie,Family,6,False,False,False,18:46:44,13/01/2018,15/01/2018,3954942,344105,7173,31539
Real Madrid vs Villarreal 0-1 - All Goals & Extended Highlights - La Liga 13/01/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,17:13:03,13/01/2018,15/01/2018,2452830,16315,1534,6302
Enrique Iglesias - EL BAÑO ft. Bad Bunny,EnriqueIglesiasVEVO,Comedy,4,False,False,False,08:00:02,12/01/2018,15/01/2018,15834441,446958,49803,38189
Cantina Theme played by a pencil and a girl with too much time on her hands,Dani Ochoa,Foreign,7,False,False,False,06:31:37,11/01/2018,15/01/2018,5217561,206109,7023,10694
Çukur 12. Bölüm 2. Fragman,Çukur,Drama,5,False,False,False,17:21:02,13/01/2018,15/01/2018,1475572,14136,470,1461
مرحلة المواجهة the voice kids 2017 أشرقت أحمد، محمد أسامة، نينار دلا يا اللى تعبنا سنين فى هواه,qabaha TV,Foreign,7,False,False,False,20:59:32,13/01/2018,15/01/2018,1619446,9460,960,2082
S vs L (Clash des filières),Mcfly & Carlito,Foreign,7,False,False,False,09:01:48,14/01/2018,16/01/2018,2998343,295533,5599,23879
Voldemort: Origins of the Heir - An unofficial fanfilm (HD + Subtitles),TRYANGLE FILMS,Autos & Vehicles,2,False,False,False,19:59:20,13/01/2018,16/01/2018,6094691,319405,13183,26533
Le Négociateur 3,Lolywood,Family,6,False,False,False,15:00:08,14/01/2018,16/01/2018,1306474,106221,1083,1567
Kodak Black - Roll In Peace feat. XXXTentacion [Official Music Video],Kodak Black,Comedy,4,False,False,False,19:04:29,15/01/2018,16/01/2018,1390338,101544,1896,12527
The Climb | League of Legends,League of Legends,Comedy,4,False,False,False,16:00:05,14/01/2018,16/01/2018,2231257,148497,1478,16588
Liverpool vs Manchester City 4-3 - All Goals & Extended Highlights - EPL 14/01/2018 HD,AshComps7,Anime/Animation,1,False,False,False,20:46:28,14/01/2018,16/01/2018,2716575,13843,761,1156
Real Sociedad vs Barcelona 2-4 Resumen Highlights La Liga 14/01/2018,Resumenes FUT,Anime/Animation,1,False,False,False,21:45:00,14/01/2018,16/01/2018,1785409,14239,731,1425
Saints vs. Vikings | NFL Divisional Round Game Highlights,NFL,Anime/Animation,1,False,False,False,02:36:22,15/01/2018,16/01/2018,2306284,21901,960,8747
6IX9INE Feat. Fetty Wap & A Boogie “KEKE” (WSHH Exclusive - Official Music Video),WORLDSTARHIPHOP,Comedy,4,False,False,False,20:00:35,14/01/2018,16/01/2018,3248447,160932,7255,18551
"Taylor Swift - End Game ft. Ed Sheeran, Future",TaylorSwiftVEVO,Comedy,4,False,False,False,05:00:01,12/01/2018,16/01/2018,34708457,1681449,91764,141243
Les constructeurs de l'impossibilité,Le Woop,Family,6,False,False,False,17:26:14,15/01/2018,17/01/2018,1318556,89644,5572,3495
S vs L (Clash des filières),Mcfly & Carlito,Foreign,7,False,False,False,09:01:48,14/01/2018,17/01/2018,3288942,308038,5912,25649
Voldemort: Origins of the Heir - An unofficial fanfilm (HD + Subtitles),TRYANGLE FILMS,Autos & Vehicles,2,False,False,False,19:59:20,13/01/2018,17/01/2018,7543621,362004,15066,28723
Kodak Black - Roll In Peace feat. XXXTentacion [Official Music Video],Kodak Black,Comedy,4,False,False,False,19:04:29,15/01/2018,17/01/2018,2918806,165230,4459,17699
The Logan Paul Odyssey,h3h3Productions,Foreign,7,False,False,False,22:14:37,16/01/2018,17/01/2018,2318060,239149,5251,32921
Did Trump Say Sh*thole Or Sh*thouse?,The Late Show with Stephen Colbert,Foreign,7,False,False,False,08:35:00,16/01/2018,17/01/2018,1453916,24161,793,1992
Logan Paul Says Even He Deserves a Second Chance | TMZ,TMZ,Foreign,7,False,False,False,00:36:52,16/01/2018,17/01/2018,2796125,58605,13562,29725
"Braun Strowman demolishes a TV production truck: Raw, Jan. 15, 2018",WWE,Anime/Animation,1,False,False,False,02:39:48,16/01/2018,17/01/2018,3396247,46483,4249,8162
Le Négociateur 3,Lolywood,Family,6,False,False,False,15:00:08,14/01/2018,17/01/2018,1424689,111987,1160,1629
Söz | 29.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,23:12:56,15/01/2018,17/01/2018,1585061,22860,1114,2673
Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Jan 15 / 2017-18 NBA Season,MLG Highlights,Anime/Animation,1,False,False,False,03:54:25,16/01/2018,17/01/2018,2829312,15025,904,5659
First Look at Nintendo Labo,Nintendo,Comedy,4,False,False,False,22:00:05,17/01/2018,18/01/2018,2835938,117839,13921,36058
Les constructeurs de l'impossibilité,Le Woop,Family,6,False,False,False,17:26:14,15/01/2018,18/01/2018,1503715,97061,6189,3715
Michigan Meteor Jan 16 2018,Mike Austin,Horror,8,True,False,False,01:35:40,17/01/2018,18/01/2018,3624449,26324,1813,0
The Chainsmokers - Sick Boy,ChainsmokersVEVO,Comedy,4,False,False,False,15:00:02,17/01/2018,18/01/2018,1448694,135017,4843,12116
Sarah Huckabee Sanders Explains Why Trump Isn't Racist,The Late Show with Stephen Colbert,Foreign,7,False,False,False,08:35:00,17/01/2018,18/01/2018,1671864,24359,1100,2197
Quiz CÉKIKIKICÉ avec McFly & Carlito -  SchoolMouv,SchoolMouv,Foreign,7,False,False,False,07:50:12,14/01/2018,18/01/2018,1330499,48074,1852,1426
Camila Cabello Heats Up the Stage with 'Havana',TheEllenShow,Foreign,7,False,False,False,14:01:26,17/01/2018,18/01/2018,1700526,103578,1715,4792
"Thách thức danh hài 4| tập 9 full: Hát chưa hết bài, cô gái ẵm 100 triệu khiến Trường Giang ôm bụng",DIEN QUAN Comedy / Hài,Foreign,7,False,False,False,14:27:37,17/01/2018,18/01/2018,2816711,14054,1614,3785
The Logan Paul Odyssey,h3h3Productions,Foreign,7,False,False,False,22:14:37,16/01/2018,18/01/2018,4071232,343272,9167,42196
S vs L (Clash des filières),Mcfly & Carlito,Foreign,7,False,False,False,09:01:48,14/01/2018,18/01/2018,3528004,316859,6104,26872
International Fails From Around The World! (January 2018) | FailArmy,FailArmy,Family,6,False,False,False,14:00:00,16/01/2018,18/01/2018,1509757,25805,1019,1352
First Look at Nintendo Labo,Nintendo,Comedy,4,False,False,False,22:00:05,17/01/2018,19/01/2018,5817295,191112,22172,51219
Justin Timberlake - Supplies (Official Video),justintimberlakeVEVO,Comedy,4,False,False,False,13:00:02,18/01/2018,19/01/2018,2314738,93829,9018,11056
The Chainsmokers - Sick Boy,ChainsmokersVEVO,Comedy,4,False,False,False,15:00:02,17/01/2018,19/01/2018,3391363,216587,8359,16883
How a TV Works in Slow Motion - The Slow Mo Guys,The Slow Mo Guys,Foreign,7,False,False,False,14:23:50,18/01/2018,19/01/2018,3068037,206204,1468,9535
Famous Dex - Pick It Up feat. A$AP Rocky [Official Video],Famous Dex,Comedy,4,False,False,False,17:00:01,17/01/2018,19/01/2018,1437244,69219,748,3382
Les constructeurs de l'impossibilité,Le Woop,Family,6,False,False,False,17:26:14,15/01/2018,19/01/2018,1560088,99154,6371,3788
Maroon 5 - Wait,Maroon5VEVO,Comedy,4,False,False,False,17:00:03,17/01/2018,19/01/2018,1752229,129158,4940,7555
Michigan Meteor Jan 16 2018,Mike Austin,Horror,8,True,False,False,01:35:40,17/01/2018,19/01/2018,4811863,39210,3130,0
PSG 8 x 0 Dijon - Melhores Momentos - Campeonato Francês 17/01/2018 HD,Lances HD,Drama,5,False,False,False,00:12:12,18/01/2018,19/01/2018,2415365,20150,1102,1434
[MV] SUNMI (선미) _ Heroine (주인공),1theK (원더케이),Comedy,4,False,False,False,09:00:00,18/01/2018,19/01/2018,2827100,242377,3770,14970
Golden State Warriors vs Chicago Bulls Full Game Highlights / Jan 17 / 2017-18 NBA Season,MLG Highlights,Anime/Animation,1,False,False,False,03:25:46,18/01/2018,19/01/2018,1628684,6909,388,1269
First Look at Nintendo Labo,Nintendo,Comedy,4,False,False,False,22:00:05,17/01/2018,20/01/2018,7218812,222480,26745,56902
"J. Balvin, Jeon, Anitta - Machika",jbalvinVEVO,Comedy,4,False,False,False,05:00:01,19/01/2018,20/01/2018,17746785,585588,43239,53759
French Montana - Famous,FrenchMontanaVEVO,Comedy,4,False,False,False,13:00:01,18/01/2018,20/01/2018,1465057,67118,2336,7019
Justin Timberlake - Supplies (Official Video),justintimberlakeVEVO,Comedy,4,False,False,False,13:00:02,18/01/2018,20/01/2018,3934319,123180,13791,14093
Ninho - Rose (Clip officiel),Ninho,Comedy,4,False,False,False,15:00:28,17/01/2018,20/01/2018,1349244,69673,1080,2552
Lil Pump - i Shyne (Prod. Carnage) (Official Audio),Lil pump,Comedy,4,False,False,False,23:31:46,18/01/2018,20/01/2018,2561978,265390,5489,35145
Dura - Daddy Yankee (Video Oficial),Daddy Yankee,Comedy,4,False,False,False,22:32:49,18/01/2018,20/01/2018,12159067,316948,9120,20973
Film Theory: How Star Wars Theories KILLED Star Wars: The Last Jedi!,The Film Theorists,Autos & Vehicles,2,False,False,False,19:05:50,19/01/2018,20/01/2018,1680809,82526,6116,25932
Veysel Mutlu - Vay Delikanlı Gönlüm - (Official Video),Poll Production,Comedy,4,False,False,False,14:22:32,19/01/2018,20/01/2018,1695334,112309,6520,10689
Primitive Technology: A-frame hut,Primitive Technology,Drama,5,False,False,False,21:09:10,19/01/2018,20/01/2018,1471975,95009,597,9097
"Trump, Stormy Daniels and a Possible Government Shutdown: A Closer Look",Late Night with Seth Meyers,Family,6,False,False,False,02:00:01,19/01/2018,20/01/2018,1390124,18997,608,2236
The Chainsmokers - Sick Boy,ChainsmokersVEVO,Comedy,4,False,False,False,15:00:02,17/01/2018,20/01/2018,5500402,297307,10939,21420
"Maître Gims - Mi Gna ft. Super Sako, Hayko (Clip Officiel)",Maître GIMS,Comedy,4,False,False,False,23:00:02,18/01/2018,21/01/2018,1738022,66146,2290,4738
20 EVERYDAY HACKS THAT MAKE LIFE EASIER,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,08:30:00,20/01/2018,21/01/2018,3419606,35880,2880,1847
"J. Balvin, Jeon, Anitta - Machika",jbalvinVEVO,Comedy,4,False,False,False,05:00:01,19/01/2018,21/01/2018,21836024,700178,55803,63007
Primitive Technology: A-frame hut,Primitive Technology,Drama,5,False,False,False,21:09:10,19/01/2018,21/01/2018,3190784,148718,1239,12685
Lyon vs PSG 1-7 - All Goals & Extended Highlights RÉSUMÉ & GOLES ( Last Matches ) HD,LIUBCHENKO,Anime/Animation,1,False,False,False,22:13:05,19/01/2018,21/01/2018,1766722,11268,6179,491
Veysel Mutlu - Vay Delikanlı Gönlüm - (Official Video),Poll Production,Comedy,4,False,False,False,14:22:32,19/01/2018,21/01/2018,5676902,242737,18123,24508
First Look at Nintendo Labo,Nintendo,Comedy,4,False,False,False,22:00:05,17/01/2018,21/01/2018,8349078,243563,29805,61834
French Montana - Famous,FrenchMontanaVEVO,Comedy,4,False,False,False,13:00:01,18/01/2018,21/01/2018,2144697,85276,3061,8475
Film Theory: How Star Wars Theories KILLED Star Wars: The Last Jedi!,The Film Theorists,Autos & Vehicles,2,False,False,False,19:05:50,19/01/2018,21/01/2018,2816260,110661,9917,33721
Giọng ải giọng ai 2 |tập 16 full:Trường Giang giật mình vì phát hiện thí sinh giống hệt Nhã Phương,DIEN QUAN Entertainment / Giải Trí,Foreign,7,False,False,False,13:13:06,20/01/2018,21/01/2018,1386919,7538,900,1517
Seb la Frite - Francky Vincent,SEB,Family,6,False,False,False,16:32:49,19/01/2018,22/01/2018,1498168,154818,2306,6313
Real Madrid vs Deportivo La Coruña 7-1 - All Goals & Highlights ● 21/01/2018 HD (First Half),MrMatador,Anime/Animation,1,False,False,False,16:06:09,21/01/2018,22/01/2018,1666100,8915,2786,1181
Real Madrid vs Deportivo La Coruna 7-1 - All Goals & Extended Highlights - La Liga 21/01/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,17:14:04,21/01/2018,22/01/2018,1995964,15473,1269,3649
ملخص مباراه ريال مدريد وديبورتيفو لاكورونيا 7-1 - مباراه مجنونة - تألق رونالدو - الدوري الاسباني,extra goal,Anime/Animation,1,False,False,False,17:14:38,21/01/2018,22/01/2018,2240972,27976,2146,3162
Cleveland Cavaliers vs Oklahoma City Thunder Full Game Highlights / Jan 20 / 2017-18 NBA Season,MLG Highlights,Anime/Animation,1,False,False,False,23:08:59,20/01/2018,22/01/2018,2100285,9044,655,4631
35 ODDLY SATISFYING DIYs AND HACKS TO TRY RIGHT NOW,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,08:30:01,21/01/2018,22/01/2018,1441246,17573,1326,1379
"Maître Gims - Mi Gna ft. Super Sako, Hayko (Clip Officiel)",Maître GIMS,Comedy,4,False,False,False,23:00:02,18/01/2018,22/01/2018,2304291,77002,2706,5929
Lyon vs PSG 2-1 - All Goals & Extended Highlights - Ligue 1 21/01/2018 HD,AshComps7,Anime/Animation,1,False,False,False,22:29:59,21/01/2018,22/01/2018,1829143,14381,1044,3508
Stipe Miocic vs Francis Ngannou | HIGHLIGHTS | UFC 220,UFC ON FOX,Anime/Animation,1,False,False,False,08:55:01,21/01/2018,22/01/2018,1793013,9020,538,4720
Çukur 13. Bölüm 2. Fragman,Çukur,Drama,5,False,False,False,19:51:45,20/01/2018,22/01/2018,1542454,14633,439,1043
Real Betis Vs Barcelona 0-5 - All Goals & Highlights - Resumen y Goles 21/01/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,21:39:03,21/01/2018,23/01/2018,1926982,7596,839,1367
Real Madrid vs Deportivo La Coruna 7-1 - All Goals & Extended Highlights - La Liga 21/01/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,17:14:04,21/01/2018,23/01/2018,2503420,17252,1482,4010
Real Madrid vs Deportivo La Coruña 7-1 - All Goals & Highlights ● 21/01/2018 HD (First Half),MrMatador,Anime/Animation,1,False,False,False,16:06:09,21/01/2018,23/01/2018,1911194,9512,3050,1249
Real Madrid vs Deportivo la Coruna 7-1 - All Goals & Highlights - 21/1/2018 HD,Premium Sintesi,Anime/Animation,1,False,False,False,17:12:26,21/01/2018,23/01/2018,1716855,17379,744,1459
Vikings vs. Eagles | NFL NFC Championship Game Highlights,NFL,Anime/Animation,1,False,False,False,02:56:23,22/01/2018,23/01/2018,1916632,15433,1059,8384
Seb la Frite - Francky Vincent,SEB,Family,6,False,False,False,16:32:49,19/01/2018,23/01/2018,1578976,160345,2400,6187
Soolking - Milano [Clip Officiel] prod by Slembeatz,Africa Jungle,Comedy,4,False,False,False,16:59:29,20/01/2018,23/01/2018,1394870,68942,1281,5752
Real Madrid vs Deportivo La Coruna 7-1 All Goals & Highlights (21.1.2018) HD,RonFilms7,Anime/Animation,1,False,False,False,17:15:18,21/01/2018,23/01/2018,1736494,6865,905,672
ملخص مباراه ريال مدريد وديبورتيفو لاكورونيا 7-1 - مباراه مجنونة - تألق رونالدو - الدوري الاسباني,extra goal,Anime/Animation,1,False,False,False,17:14:38,21/01/2018,23/01/2018,3260340,36602,2860,3819
مرحلة المواجهة: يمان قصار، تيم الحلبي وزياد أمونة,MBC THE VOICE KIDS,Foreign,7,False,True,False,16:09:44,21/01/2018,23/01/2018,1741648,0,0,1653
Real Life Trick Shots 2 | Dude Perfect,Dude Perfect,Anime/Animation,1,False,False,False,22:55:24,22/01/2018,23/01/2018,4234615,287429,1677,20037
Lyon vs PSG 2-1 - All Goals & Extended Highlights - Ligue 1 21/01/2018 HD,AshComps7,Anime/Animation,1,False,False,False,22:29:59,21/01/2018,23/01/2018,4140565,24087,1821,4240
J'AI PRIS 50 KILOS !!,Tibo InShape,Anime/Animation,1,False,False,False,17:41:10,22/01/2018,24/01/2018,1442156,113309,2035,5535
Real Life Trick Shots 2 | Dude Perfect,Dude Perfect,Anime/Animation,1,False,False,False,22:55:24,22/01/2018,24/01/2018,12525525,633715,6036,34903
DADJU - Sous Contrôle ft. Niska (Clip Officiel),DADJU,Comedy,4,False,False,False,11:00:02,21/01/2018,24/01/2018,1499768,68501,1455,3321
"WWE honors female WWE Legends: Raw 25, Jan. 22, 2018",WWE,Anime/Animation,1,False,False,False,06:25:20,23/01/2018,24/01/2018,1301631,27103,546,5913
Söz | 30.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,05:17:14,23/01/2018,24/01/2018,1740749,28316,1357,4239
Le Trésor,Lolywood,Family,6,False,False,False,15:00:00,21/01/2018,24/01/2018,1332928,83684,1972,1750
Film Theory: Which of The Incredibles Is THE MOST Incredible? (Disney Pixar's The Incredibles),The Film Theorists,Autos & Vehicles,2,False,False,False,19:27:18,23/01/2018,24/01/2018,2118573,89005,2452,17939
Real Betis Vs Barcelona 0-5 - All Goals & Highlights - Resumen y Goles 21/01/2018 HD,NugoBasilaiaa,Anime/Animation,1,False,False,False,21:39:03,21/01/2018,24/01/2018,2083055,8085,909,1368
The Women's March and the Government Shutdown: A Closer Look,Late Night with Seth Meyers,Family,6,False,False,False,02:00:00,23/01/2018,24/01/2018,1577255,23484,851,2553
show bobs and vegana,PewDiePie,Foreign,7,False,False,False,18:01:12,22/01/2018,24/01/2018,4226399,420226,5723,52168
Last Week Tonight: Season 5 Official Trailer (HBO),LastWeekTonight,Autos & Vehicles,2,False,False,False,17:05:24,22/01/2018,24/01/2018,1408283,52981,2726,3947
"Ройзман - о Собчак, предателях и легалайзе / вДудь",вДудь,Drama,5,False,False,False,11:53:01,23/01/2018,24/01/2018,1496707,70886,9637,16178
Suicide: Be Here Tomorrow.,Logan Paul Vlogs,Shows,13,False,False,False,18:30:01,24/01/2018,25/01/2018,8041970,1167518,147659,363153
Real Life Trick Shots 2 | Dude Perfect,Dude Perfect,Anime/Animation,1,False,False,False,22:55:24,22/01/2018,25/01/2018,17228602,784293,9287,41999
Casey's STUPID NEW LOOK Explained,CaseyNeistat,Drama,5,False,False,False,14:06:49,24/01/2018,25/01/2018,1439047,117917,1548,20035
J'AI PRIS 50 KILOS !!,Tibo InShape,Anime/Animation,1,False,False,False,17:41:10,22/01/2018,25/01/2018,1572750,121720,2292,5891
SUPER COOL CLOTHING REVAMPS and More LIFE HACKS by Blossom,Blossom,Sci-Fi/Fantasy,11,False,False,False,11:42:12,24/01/2018,25/01/2018,2157020,34685,1934,1176
Sofiane - Sous controle [Clip Officiel],Sofiane Officiel,Comedy,4,False,False,False,15:00:00,22/01/2018,25/01/2018,1385890,63160,1560,3267
Film Theory: Which of The Incredibles Is THE MOST Incredible? (Disney Pixar's The Incredibles),The Film Theorists,Autos & Vehicles,2,False,False,False,19:27:18,23/01/2018,25/01/2018,3827494,120973,4568,22743
DADJU - Sous Contrôle ft. Niska (Clip Officiel),DADJU,Comedy,4,False,False,False,11:00:02,21/01/2018,25/01/2018,1970248,76222,1650,3027
Thách thức danh hài 4 |tập 10 full: Trường Giang đỏ mặt khi được fan ruột ôm hôn trên sân khấu,DIEN QUAN Comedy / Hài,Foreign,7,False,False,False,14:23:42,24/01/2018,25/01/2018,2489579,12659,1807,1746
Söz | 30.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,05:17:14,23/01/2018,25/01/2018,2352271,33543,1909,4784
"WWE honors female WWE Legends: Raw 25, Jan. 22, 2018",WWE,Anime/Animation,1,False,False,False,06:25:20,23/01/2018,25/01/2018,1704628,33174,759,7206
Suicide: Be Here Tomorrow.,Logan Paul Vlogs,Shows,13,False,False,False,18:30:01,24/01/2018,26/01/2018,15808339,1625411,334551,561497
J'AI TROUVÉ DES CRISTAUX MAGNIFIQUES !,Dr Nozman,Shorts,12,False,False,False,16:59:04,23/01/2018,26/01/2018,1305324,110513,868,5219
Justin Timberlake - Say Something (Official Video) ft. Chris Stapleton,justintimberlakeVEVO,Comedy,4,False,False,False,17:00:01,25/01/2018,26/01/2018,2125929,90130,2163,6577
Arsenal vs Chelsea 2-1 - All Goals & Extended Highlights - EFL Cup 24/01/2018 HD,AshComps7,Anime/Animation,1,False,False,False,22:06:16,24/01/2018,26/01/2018,2442177,8338,1043,854
Real Life Trick Shots 2 | Dude Perfect,Dude Perfect,Anime/Animation,1,False,False,False,22:55:24,22/01/2018,26/01/2018,20761480,871933,11595,43026
Casey's STUPID NEW LOOK Explained,CaseyNeistat,Drama,5,False,False,False,14:06:49,24/01/2018,26/01/2018,2007404,137566,2417,22539
SUPER COOL CLOTHING REVAMPS and More LIFE HACKS by Blossom,Blossom,Sci-Fi/Fantasy,11,False,False,False,11:42:12,24/01/2018,26/01/2018,4014544,55491,3085,1579
Pacific Rim Uprising - Official Trailer 2 [HD],Legendary,Autos & Vehicles,2,False,False,False,15:59:54,24/01/2018,26/01/2018,4288892,63413,5114,10808
Çukur 14. Bölüm Fragman,Çukur,Drama,5,False,False,False,18:40:33,24/01/2018,26/01/2018,1527458,16054,382,1549
Candide Thovex - quattro 2,Candide Thovex,Anime/Animation,1,False,False,False,16:00:56,22/01/2018,26/01/2018,1371374,40660,430,2009
Kygo - Stranger Things ft. OneRepublic,KygoOfficialVEVO,Comedy,4,False,False,False,08:00:01,24/01/2018,26/01/2018,1770318,107450,1344,3675
iKON - ‘사랑을 했다(LOVE SCENARIO)’ M/V,iKON,Comedy,4,False,False,False,09:00:03,25/01/2018,26/01/2018,2073405,288692,2205,34485
Real Madrid vs Leganes 1-2 Resumen Highlights La Copa 24/01/2018,Resumenes FUT,Anime/Animation,1,False,False,False,22:20:35,24/01/2018,26/01/2018,1672810,11134,1075,3139
Burger King | Whopper Neutrality,BURGER KING,Foreign,7,False,False,False,14:08:29,24/01/2018,26/01/2018,2674711,95359,7120,15242
JE VOUS PIÈGE INCOGNITO,SQUEEZIE,Family,6,False,False,False,18:46:19,26/01/2018,27/01/2018,1833393,191647,1345,12568
MHD - AFRO TRAP Part.10 (Moula Gang),Mhd Officiel,Comedy,4,False,False,False,09:59:29,26/01/2018,27/01/2018,1514848,115246,3059,8811
Shakira - Trap (Official Video) ft. Maluma,shakiraVEVO,Comedy,4,False,False,False,14:00:05,26/01/2018,27/01/2018,6469935,356091,51601,41095
"Liam Payne, Rita Ora - For You (Fifty Shades Freed)",FiftyShadesVEVO,Comedy,4,False,False,False,14:00:02,26/01/2018,27/01/2018,2393825,201951,2766,12057
Lady Gaga - Joanne (Where Do You Think You’re Goin’?) (Piano Version),LadyGagaVEVO,Comedy,4,False,False,False,05:00:01,26/01/2018,27/01/2018,1610690,154618,3066,11460
Justin Timberlake - Say Something (Official Video) ft. Chris Stapleton,justintimberlakeVEVO,Comedy,4,False,False,False,17:00:01,25/01/2018,27/01/2018,4648620,141457,4311,9847
Suicide: Be Here Tomorrow.,Logan Paul Vlogs,Shows,13,False,False,False,18:30:01,24/01/2018,27/01/2018,19092511,1782258,398361,611327
"Sia, David Guetta & Afrojack - Helium (Sia vs. David Guetta & Afrojack)",SiaVEVO,Comedy,4,False,False,False,14:44:02,25/01/2018,27/01/2018,1319705,81128,1528,4850
JE VOUS PIÈGE INCOGNITO,SQUEEZIE,Family,6,False,False,False,18:46:19,26/01/2018,28/01/2018,3219602,269234,2309,19488
MHD - AFRO TRAP Part.10 (Moula Gang),Mhd Officiel,Comedy,4,False,False,False,09:59:29,26/01/2018,28/01/2018,2483531,145264,4312,11151
Vald - Désaccordé,VALDVEVO,Comedy,4,False,False,False,15:00:04,25/01/2018,28/01/2018,1846665,108126,3161,7812
Shakira - Trap (Official Video) ft. Maluma,shakiraVEVO,Comedy,4,False,False,False,14:00:05,26/01/2018,28/01/2018,12528777,486769,84161,59337
Valencia vs Real Madrid 1-4 - All Goals & Highlights ● 27/01/2018 HD (First Half),MrMatador,Anime/Animation,1,False,False,False,16:02:11,27/01/2018,28/01/2018,2088123,10710,2855,2811
ملخص مباراه ريال مدريد وفالنسيا 4-1 - جنون حفيظ دراجي - ثنائية كريستيانو رونالدو - الدوري الاسباني,extra goal,Anime/Animation,1,False,False,False,17:10:49,27/01/2018,28/01/2018,2356508,30474,2430,4787
Valencia vs Real Madrid 1-4 - All Goals & Extended Highlights - La Liga 27/01/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,17:12:25,27/01/2018,28/01/2018,2426665,18264,1946,5692
PewDiePie   Hej Monika Remix by Party In Backyard,PewDiePie,Comedy,4,False,False,False,18:58:58,27/01/2018,28/01/2018,1920497,287078,2569,39872
"Liam Payne, Rita Ora - For You (Fifty Shades Freed)",FiftyShadesVEVO,Comedy,4,False,False,False,14:00:02,26/01/2018,28/01/2018,5824915,315105,5347,14997
Last Minute Life Hacks | Hacks For Embarrassing Moments and More DIY Life Hacks by Blossom,Blossom,Sci-Fi/Fantasy,11,False,False,False,11:45:14,27/01/2018,28/01/2018,2293098,23760,2376,1788
GHALI - Cara Italia (Prod. Charlie Charles),Ghali,Comedy,4,False,False,False,13:00:07,27/01/2018,28/01/2018,3782389,206299,4062,17273
Lady Gaga - Joanne (Where Do You Think You’re Goin’?) (Piano Version),LadyGagaVEVO,Comedy,4,False,False,False,05:00:01,26/01/2018,28/01/2018,2504586,181066,3897,14502
Official Trailer: Hate Story IV | Urvashi Rautela | Vivan Bhathena | Karan Wahi | IhanaVISHAL PANDYA,T-Series,Comedy,4,False,False,False,05:30:00,27/01/2018,28/01/2018,11164916,133959,13784,10868
ON CRÉE DES CHANSONS EN IMPRO #2 feat. Maxenss et Squeezie,Mcfly & Carlito,Foreign,7,False,False,False,09:00:47,28/01/2018,29/01/2018,2142103,174096,4011,10361
JE VOUS PIÈGE INCOGNITO,SQUEEZIE,Family,6,False,False,False,18:46:19,26/01/2018,29/01/2018,3623229,291649,2599,20735
"Royal Rumble Kickoff: Jan. 28, 2018",WWE,Anime/Animation,1,False,False,False,00:15:24,29/01/2018,29/01/2018,1730368,41402,1711,1341
Is it 𝓘𝓼𝓸𝓹𝓸𝓭 𝓗𝓸𝓾𝓻 yet?,PewDiePie,Comedy,4,False,False,False,17:20:32,28/01/2018,29/01/2018,2924906,231372,4366,32242
Vald - Désaccordé,VALDVEVO,Comedy,4,False,False,False,15:00:04,25/01/2018,29/01/2018,2402554,119872,3696,8606
MHD - AFRO TRAP Part.10 (Moula Gang),Mhd Officiel,Comedy,4,False,False,False,09:59:29,26/01/2018,29/01/2018,3067840,163481,4894,12931
